p,cand_old,wit_old,cand_bad,wit_bad,first_l_old,first_l_bad,witnesses_bad
2543,172,119,247,165,5087,5087,5087 15259 30517 35603 111893 157667 244129 259387 294989 366193 396709 411967 462827 671353 691697 717127 722213 762901 798503 869707 976513 996857 1042631 1068061 1073147 1251157 1281673 1302017 1312189 1347791 1388479 1454597 1464769 1500371 1576661 1602091 1617349 1637693 1683467 1693639 1815703 1897079 1973369 2049659 2120863 2227669 2354819 2364991 2380249 2522657 2654893 2776957 2858333 2899021 2904107 2934623 2965139 3036343 3132977 3209267 3239783 3280471 3295729 3331331 3346589 3356761 3361847 3539857 3570373 3636491 3743297 3768727 3804329 3814501 3865361 3972167 3997597 4073887 4104403 4109489 4150177 4195951 4277327 4363789 4485853 4506197 4562143 4607917 4658777 4668949 4704551 4729981 4765583 4791013 4821529 4836787 4933421 4948679 5024969 5101259 5126689 5141947 5172463 5238581 5452193 5599687 5696321 5726837 5787869 5874331 5950621 5981137 6016739 6057427 6215093 6230351 6240523 6271039 6443963 6484651 6520253 6535511 6591457 6850843 6881359 6916961 7023767 7054283 7130573 7247551 7308583 7389959 7435733 7634087 7735807 7766323 7939247 8163031 8244407 8254579 8300353 8396987 8407159 8458019 8473277 8519051 8610599 8671631 8686889 8697061 8758093 8773351 8986963 9017479 9170059 9231091 9297209 9337897 9419273 9465047 9490477 9587111 9612541 9627799 9643057
2549,184,108,266,166,5099,5099,5099 76471 152941 198823 203921 412939 463919 489409 519997 540389 555683 581173 723917 734113 769799 1101169 1106267 1152149 1182737 1376461 1483519 1529401 1534499 1559989 1575283 1626263 1712929 1718027 1733321 1743517 1789399 1881163 1962731 2034103 2100377 2115671 2161553 2171749 2222729 2278807 2498021 2554099 2599981 2650961 2661157 2696843 2707039 2752921 2951743 2956841 2987429 3028213 3043507 3104683 3140369 3196447 3247427 3257623 3364681 3492131 3563503 3624679 3629777 3639973 3854089 3950951 3961147 3981539 4037617 4052911 4098793 4256831 4389379 4419967 4516829 4532123 4562711 4572907 4593299 4685063 4695259 4853297 4863493 4914473 4924669 5021531 5077609 5123491 5220353 5235647 5276431 5327411 5373293 5719957 5740349 5781133 5964661 5985053 6015641 6102307 6137993 6168581 6245051 6316423 6321521 6352109 6423481 6443873 6520343 6607009 6622303 6734459 6841517 7142299 7147397 7208573 7218769 7234063 7264651 7315631 7346219 7392101 7478767 7539943 7601119 7606217 7647001 7677589 7682687 7708177 7743863 7881509 7896803 7922293 8003861 8014057 8059939 8110919 8126213 8166997 8212879 8263859 8355623 8386211 8488171 8610523 8753267 8824639 8839933 8875619 8916403 8931697 8946991 8952089 8967383 8997971 9074441 9288557 9303851 9451693 9482281 9528163 9558751 9670907 9716789 9732083
2551,186,100,254,144,15307,15307,15307 71429 91837 122449 178571 193877 229591 244897 270407 321427 413263 459181 484691 489793 530609 551017 637751 642853 729587 795913 836729 887749 913259 948973 1020401 1066319 1193869 1224481 1280603 1301011 1479581 1494887 1530601 1571417 1698967 2045903 2061209 2173453 2214269 2244881 2249983 2341819 2367329 2372431 2418349 2581613 2632633 2673449 2770387 2938753 3010181 3025487 3086711 3102017 3107119 3270383 3321403 3443851 3499973 3535687 3561197 3704053 3744869 3780583 3806093 3821399 3974459 4132621 4163233 4224457 4249967 4316293 4438741 4698943 4709147 4760167 4846901 4928533 5015267 5045879 5066287 5153021 5198939 5204041 5234653 5260163 5336693 5479549 5556079 5632609 5658119 5795873 5918321 6010157 6117299 6163217 6270359 6300971 6321379 6474439 6530561 6688723 6903007 6928517 6994843 7035659 7081577 7117291 7234637 7249943 7265249 7300963 7341779 7418309 7515247 7525451 7678511 7785653 7851979 7913203 7984631 8081569 8091773 8142793 8152997 8204017 8372383 8382587 8571361 8586667 8688707 8780543 8795849 8902991 8984623 9045847 9086663 9137683 9351967 9413191 9438701 9591761 9658087 9688699
2557,183,117,265,167,46027,46027,46027 71597 86939 138079 153421 199447 214789 271043 332411 352867 409121 485831 536971 629023 654593 715961 751759 843811 869381 966547 981889 1007459 1012573 1150651 1165993 1191563 1237589 1304071 1380781 1406351 1452377 1483061 1498403 1503517 1733647 1927979 2035373 2055829 2132539 2239933 2296187 2301301 2326871 2439379 2470063 2500747 2516089 2526317 2546773 2633711 2669509 2679737 2822929 2833157 2879183 2940551 2976349 3053059 3093971 3129769 3186023 3191137 3308759 3344557 3359899 3467293 3538889 3554231 3574687 3590029 3620713 3758791 3799703 3907097 3922439 3937781 4050289 4188367 4234393 4244621 4265077 4341787 4382699 4459409 4740679 4756021 4802047 4873643 4904327 4909441 4950353 5047519 5057747 5103773 5134457 5308333 5339017 5379929 5385043 5564033 5640743 5671427 5722567 5814619 5829961 5952697 5978267 5998723 6060091 6223739 6228853 6239081 6259537 6285107 6300449 6484553 6489667 6535693 6622631 6750481 6765823 6776051 6796507 6888559 6944813 6949927 6990839 7098233 7236311 7287451 7302793 7410187 7425529 7466441 7517581 7619861 7839763 7849991 7947157 7962499 7977841 8126147 8310251 8346049 8371619 8432987 8479013 8606863 8663117 8693801 8790967 8816537 8908589 8913703 8990413 9077351 9138719 9322823 9353507 9460901 9522269 9537611 9573409 9634777 9706373 9752399 9783083
2579,163,109,247,157,30949,30949,30949 82529 128951 139267 159899 201163 386851 469379 484853 593171 680857 701489 882019 887177 1036759 1057391 1067707 1129603 1145077 1315291 1351397 1361713 1428767 1490663 1568033 1686667 1779511 1825933 1939409 1980673 2119939 2186993 2197309 2290153 2321101 2372681 2403629 2434577 2522263 2599633 2682161 2759531 2790479 2847217 2883323 2924587 2940061 2986483 3053537 3094801 3141223 3156697 3177329 3192803 3223751 3285647 3347543 3502283 3595127 3605443 3620917 3718919 3811763 3837553 4023241 4059347 4100611 4162507 4239877 4255351 4275983 4353353 4379143 4461671 4508093 4523567 4585463 4704097 4719571 4755677 4817573 4833047 4858837 4894943 4905259 5034209 5152843 5158001 5219897 5230213 5359163 5374637 5415901 5591273 5653169 5787277 5802751 5916227 5993597 6040019 6055493 6241181 6344341 6390763 6426869 6442343 6499081 6535187 6581609 6762139 6782771 6854983 6922037 6963301 7025197 7061303 7123199 7138673 7148989 7246991 7303729 7319203 7386257 7618367 7644157 7788581 7922689 7974269 8067113 8123851 8154799 8252801 8325013 8355961 8531333 8557123 8588071 8593229 8711863 8717021 8773759 8804707 8871761 8933657 8949131 8980079 9408193 9413351 9485563 9547459 9552617 9562933 9655777 9671251 9856939 9887887 9965257
2591,190,120,268,165,82913,82913,82913 98459 155461 171007 202099 253919 264283 300557 326467 357559 362741 388651 404197 497473 652933 699571 720299 730663 766937 855031 870577 932761 937943 1010491 1026037 1041583 1165951 1171133 1217771 1290319 1311047 1336957 1342139 1404323 1482053 1653059 1710061 1715243 1730789 1741153 1777427 1803337 1834429 1839611 1912159 1917341 1943251 1948433 2036527 2072801 2166077 2430359 2508089 2539181 2611729 2642821 2694641 2720551 2819009 2896739 2984833 3000379 3021107 3078109 3192113 3238751 3295753 3311299 3347573 3363119 3420121 3440849 3575581 3580763 3596309 3622219 3658493 3668857 3720677 3798407 3829499 3938321 3953867 4088599 4228513 4249241 4290697 4461703 4482431 4508341 4539433 4601617 4663801 4684529 4762259 4902173 4974721 4979903 5145727 5150909 5223457 5446283 5570651 5612107 5726111 5803841 5860843 5897117 5985211 6016303 6031849 6052577 6083669 6114761 6140671 6187309 6389407 6498229 6560413 6700327 6840241 6855787 6933517 6964609 6969791 7094159 7140797 7228891 7244437 7311803 7353259 7373987 7399897 7477627 7513901 7591631 7710817 7715999 7793729 7840367 8021737 8073557 8229017 8368931 8472571 8519209 8524391 8550301 8565847 8628031 8643577 8736853 8788673 9099593 9109957 9249871 9327601 9420877 9451969 9643703 9654067 9747343 9923531 9949441 10001261
2593,170,99,253,149,15559,15559,15559 25931 155581 212627 233371 264487 373393 508229 528973 570461 575647 757157 777901 819389 917923 974969 995713 1099433 1177223 1270571 1306873 1431337 1503941 1509127 1540243 1597289 1618033 1643963 1726939 1737311 1773613 1830659 1882519 1955123 1970681 2079587 2131447 2530769 2608559 2670791 2784883 2956021 2997509 3013067 3044183 3049369 3075299 3121973 3137531 3298297 3324227 3360529 3407203 3479807 3516109 3811711 3905059 3930989 3977663 3993221 4008779 4086569 4153987 4278451 4413287 4496263 4599983 4682959 4708889 4771121 4807423 4848911 4957817 5004491 5040793 5066723 5071909 5082281 5097839 5118583 5191187 5274163 5300093 5351953 5564579 5642369 5694229 5782391 5891297 6020947 6145411 6155783 6223201 6238759 6280247 6404711 6534361 6622523 6669197 6861079 6907753 6933683 6964799 6980357 7032217 7042589 7063333 7104821 7260401 7390051 7415981 7498957 7602677 7633793 7638979 7685653 7836047 7934581 7944953 8012371 8069417 8276857 8411693 8489483 8494669 8582831 8613947 8743597 8816201 8878433 8930293 8961409 8976967 9065129 9111803 9220709 9319243 9412591 9500753 9547427 9568171 9677077 9739309 9749681 9827471 9894889 9972679 10014167 10034911
2609,178,111,263,155,52181,52181,52181 62617 109579 114797 208721 234811 318299 391351 438313 474839 506147 579199 584417 600071 678341 709649 725303 735739 860971 897497 913151 1038383 1064473 1095781 1116653 1194923 1299283 1377553 1487131 1570619 1784557 1883699 1915007 2066329 2113291 2160253 2175907 2191561 2243741 2290703 2306357 2410717 2431589 2551603 2582911 2588129 2614219 2629873 2723797 2760323 2817721 2838593 2864683 2901209 2979479 3136019 3167327 3323867 3490843 3569113 3647383 3683909 3741307 3793487 3803923 3934373 4090913 4106567 4153529 4257889 4273543 4341377 4492699 4524007 4560533 4857959 4889267 4931011 4967537 4983191 4993627 5009281 5108423 5139731 5165821 5228437 5275399 5447593 5541517 5557171 5797199 5870251 5917213 5969393 6047663 6058099 6167677 6261601 6313781 6360743 6454667 6517283 6532937 6543373 6579899 6626861 6637297 6652951 6684259 6715567 6793837 6934723 6939941 6966031 7091263 7143443 7174751 7185187 7310419 7404343 7440869 7466959 7639153 7785257 7983541 8004413 8093119 8108773 8218351 8280967 8646227 8724497 8771459 8896691 8943653 9021923 9100193 9131501 9220207 9241079 9256733 9267169 9439363 9491543 9554159 9595903 9663737 9815059 9820277 9898547 9987253 10023779 10039433 10149011 10175101
2617,173,104,256,152,26171,26171,26171 73277 78511 104681 120383 125617 141319 183191 219829 251233 340211 560039 565273 591443 675187 690889 732761 957823 968291 1020631 1093907 1141013 1161949 1172417 1177651 1256161 1329437 1345139 1350373 1695817 1774327 1790029 1821433 1957517 2166877 2418109 2428577 2480917 2522789 2575129 2601299 2617001 2637937 2669341 2826361 2946743 3056657 3077593 3088061 3187507 3218911 3229379 3386399 3480611 3674269 3731843 3810353 3841757 3857459 3967373 4019713 4045883 4155797 4171499 4265711 4281413 4365157 4459369 4475071 4501241 4632091 4679197 4773409 4815281 4946131 4993237 5024641 5035109 5071747 5087449 5129321 5192129 5244469 5254937 5338681 5364851 5506169 5511403 5568977 6013867 6118547 6217993 6280801 6291269 6343609 6354077 6401183 6448289 6463991 6516331 6526799 6563437 6605309 6751861 6950753 7034497 7081603 7154879 7301431 7406111 7474153 7578833 7584067 7615471 7625939 7709683 7720151 7851001 7892873 7939979 7945213 8086531 8128403 8348231 8369167 8400571 8416273 8541889 8573293 8604697 8651803 8709377 8787887 8866397 8934439 9039119 9196139 9311287 9337457 9342691 9353159 9447371 9578221 9641029 9682901 9719539 9735241 9777113 10017877 10033579 10064983 10122557
2621,176,113,258,164,15727,15727,15727 83873 172987 235891 330247 366941 398393 461297 471781 503233 524201 597589 644767 676219 728639 791543 833479 1022191 1037917 1210903 1263323 1357679 1415341 1420583 1462519 1525423 1577843 1625021 1672199 1698409 1735103 1808491 1829459 1934299 1939541 2018171 2128253 2138737 2175431 2285513 2358901 2437531 2547613 2600033 2694389 2704873 2752051 2783503 2804471 2820197 2898827 2909311 3066571 3150443 3166169 3255283 3354881 3433511 3606497 3742789 3763757 3873839 4015373 4062551 4088761 4094003 4156907 4167391 4293199 4356103 4392797 4502879 4560541 4607719 4770221 4801673 4817399 4875061 4943207 4969417 5021837 5079499 5100467 5110951 5116193 5163371 5205307 5257727 5273453 5283937 5320631 5425471 5556521 5587973 5635151 5708539 5713781 5818621 5897251 5975881 6070237 6075479 6106931 6185561 6201287 6416209 6437177 6468629 6688793 6704519 6762181 6840811 6856537 6919441 6950893 7155331 7171057 7396463 7438399 7459367 7569449 7627111 7642837 7695257 7705741 7758161 7800097 7815823 7836791 8025503 8051713 8193247 8308571 8355749 8413411 8460589 8497283 8570671 8575913 8654543 8727931 8932369 9089629 9094871 9110597 9136807 9204953 9309793 9377939 9451327 9566651 9718669 9755363 9797299 9818267 9844477 9896897 9938833 9959801 10017463 10117061 10158997 10221901 10237627
2633,162,95,256,158,110587,110587,110587 115853 142183 147449 173779 300163 315961 321227 410749 505537 537133 558197 589793 647719 710911 742507 821497 1016339 1079531 1105861 1395491 1485013 1506077 1516609 1690387 1721983 1743047 1753579 1848367 1927357 2090603 2195923 2248583 2274913 2385499 2501351 2517149 2543479 2580341 2611937 2638267 2659331 2675129 2701459 2738321 2764651 2769917 3017419 3096409 3175399 3191197 3254389 3270187 3317581 3354443 3459763 3491359 3538753 3607211 3696733 3749393 3949501 3954767 4028491 4044289 4175939 4223333 4270727 4281259 4318121 4491899 4565623 4897381 5044829 5055361 5108021 5165947 5244937 5297597 5371321 5423981 5450311 5481907 5487173 5660951 5724143 5897921 6003241 6240211 6461383 6482447 6619363 6766811 6793141 6887929 6940589 6966919 6987983 7003781 7161761 7219687 7303943 7346071 7398731 7440859 7556711 7619903 7698893 7772617 7872671 7883203 7888469 7930597 7967459 8062247 8325547 8357143 8372941 8388739 8451931 8467729 8504591 8515123 8520389 8609911 8615177 8704699 8720497 8799487 8878477 8957467 9041723 9068053 9073319 9147043 9226033 9241831 9257629 9326087 9389279 9399811 9484067 9515663 9531461 9541993 9594653 9626249 9642047 9668377 9699973 9705239 9731569 9778963 9794761 10084391 10142317 10242371 10347691
2647,182,101,268,150,10589,10589,10589 79411 121763 142939 185291 206467 222349 232937 280583 301759 344111 381169 397051 407639 487049 550577 714691 804689 857629 899981 947627 1048213 1074683 1207033 1281149 1392323 1439969 1614671 1678199 1694081 1789373 2080543 2234069 2287009 2318773 2382301 2398183 2662883 2726411 2742293 2779351 2985817 3171107 3250517 3282281 3335221 3382867 3409337 3441101 3520511 3568157 3726977 3748153 3774623 3811681 3827563 3859327 3917561 4076381 4139909 4208731 4224613 4235201 4298729 4304023 4378139 4394021 4431079 4457549 4526371 4542253 4616369 4828129 4949891 4965773 5050477 5076947 5145769 5346941 5362823 5521643 5542819 5606347 5638111 5653993 5717521 5765167 5998103 6045749 6109277 6125159 6257509 6321037 6416329 6506327 6511621 6522209 6585737 6606913 6744557 6924553 7078079 7189253 7221017 7236899 7332191 7369249 7411601 7459247 7512187 7554539 7586303 7861591 8046881 8099821 8195113 8258641 8300993 8459813 8671573 8719219 8782747 8814511 8920391 9068623 9285677 9338617 9386263 9444497 9460379 9476261 9492143 9555671 9751549 9778019 9846841 9889193 9942133 9989779 10005661 10079777 10100953 10190951 10238597 10254479 10270361 10339183 10349771 10365653 10397417
2657,173,106,250,156,37199,37199,37199 132851 148793 159421 260387 308213 318841 334783 371981 451691 467633 611111 621739 653623 674879 706763 834299 844927 866183 898067 956521 1057487 1131883 1169081 1211593 1232849 1243477 1323187 1355071 1503863 1727051 1769563 1790819 1849273 1881157 1934297 1976809 2045891 2141543 2231881 2253137 2311591 2550721 2630431 2651687 2699513 2837677 3002411 3076807 3108691 3480671 3496613 3507241 3555067 3586951 3608207 3634777 3767627 3879221 3927047 3953617 3958931 4038641 4065211 4081153 4102409 4134293 4208689 4447819 4463761 4580669 4591297 4740089 4771973 4819799 4915451 4989847 5037673 5101441 5181151 5218349 5340571 5393711 5404339 5595643 5600957 5632841 5680667 5707237 5786947 5856029 5914483 6153613 6174869 6201439 6254579 6398057 6520279 6552163 6573419 6669071 6812549 6871003 6934771 7014481 7030423 7227041 7290809 7402403 7540567 7588393 7609649 7625591 7689359 7864721 7912547 8098537 8114479 8146363 8210131 8231387 8257957 8273899 8279213 8358923 8417377 8433319 8677763 8709647 8837183 8943463 8991289 9007231 9023173 9102883 9134767 9140081 9187907 9342013 9395153 9453607 9469549 9533317 9613027 9634283 9644911 9708679 9745877 9804331 10027519 10043461 10091287 10330417 10431383 10489837 10537663
2659,189,114,267,169,90407,90407,90407 191449 233993 287173 313763 329717 350989 425441 446713 489257 526483 584981 696659 909379 957241 1015739 1047647 1143371 1302911 1334819 1350773 1382681 1403953 1627309 1701761 1738987 1781531 1893209 1898527 1914481 1946389 2148473 2185699 2228243 2260151 2339921 2456917 2504779 2531369 2547323 2632411 2786633 2866403 2871721 2951491 3095077 3121667 3142939 3201437 3217391 3270571 3281207 3318433 3493927 3509881 3573697 3584333 3621559 3664103 3749191 3775781 3807689 3903413 4068271 4148041 4286309 4334171 4366079 4387351 4530937 4541573 4546891 4594753 4658569 4717067 4812791 4850017 4945741 4977649 5073373 5115917 5131871 5291411 5376499 5403089 5482859 5488177 5504131 5583901 5631763 5690261 5738123 5770031 5775349 5823211 5833847 5881709 5966797 5993387 6062521 6073157 6110383 6168881 6190153 6248651 6253969 6413509 6429463 6509233 6525187 6567731 6599639 6732589 6860221 7067623 7163347 7179301 7290979 7306933 7349477 7370749 7477109 7546243 7572833 7705783 7796189 7817461 7891913 7971683 8003591 8040817 8056771 8067407 8163131 8226947 8296081 8306717 8343943 8455621 8503483 8886379 8966149 9040601 9152279 9168233 9205459 9232049 9263957 9279911 9317137 9380953 9540493 9556447 9678761 9726623 9822347 9902117 9971251 10003159 10051021 10098883 10125473 10210561 10237151 10242469 10380737 10396691 10497733 10577503
